plate	cycle	well	tile
1	5	A2	376
1	6	A2	376
1	7	A2	376
1	8	A2	376
1	9	A2	376
1	10	A2	376
1	11	A2	376
2	1	A1	0
2	2	A1	0
2	3	A1	0
2	4	A1	0
2	5	A1	0
2	6	A1	0
2	7	A1	0
2	8	A1	0
2	9	A1	0
2	10	A1	0
2	11	A1	0
2	1	A1	1
2	2	A1	1
2	3	A1	1
2	4	A1	1
2	5	A1	1
2	6	A1	1
2	7	A1	1
2	8	A1	1
2	9	A1	1
2	10	A1	1
2	11	A1	1
2	1	A1	2
2	2	A1	2
2	3	A1	2
2	4	A1	2
2	5	A1	2
2	6	A1	2
2	7	A1	2
2	8	A1	2
2	9	A1	2
2	10	A1	2
2	11	A1	2
2	1	A1	3
2	2	A1	3
2	3	A1	3
2	4	A1	3
2	5	A1	3
2	6	A1	3
2	7	A1	3
2	8	A1	3
2	9	A1	3
2	10	A1	3
2	11	A1	3
2	1	A1	4
2	2	A1	4
2	3	A1	4
2	4	A1	4
2	5	A1	4
2	6	A1	4
2	7	A1	4
2	8	A1	4
2	9	A1	4
2	10	A1	4
2	11	A1	4
2	1	A1	5
2	2	A1	5
2	3	A1	5
2	4	A1	5
2	5	A1	5
2	6	A1	5
2	7	A1	5
2	8	A1	5
2	9	A1	5
2	10	A1	5
2	11	A1	5
2	1	A1	6
2	2	A1	6
2	3	A1	6
2	4	A1	6
2	5	A1	6
2	6	A1	6
2	7	A1	6
2	8	A1	6
2	9	A1	6
2	10	A1	6
2	11	A1	6
2	1	A1	7
2	2	A1	7
2	3	A1	7
2	4	A1	7
2	5	A1	7
2	6	A1	7
2	7	A1	7
2	8	A1	7
2	9	A1	7
2	10	A1	7
2	11	A1	7
2	1	A1	8
2	2	A1	8
2	3	A1	8
2	4	A1	8
2	5	A1	8
2	6	A1	8
2	7	A1	8
2	8	A1	8
2	9	A1	8
2	10	A1	8
2	11	A1	8
2	1	A1	9
2	2	A1	9
2	3	A1	9
2	4	A1	9
2	5	A1	9
2	6	A1	9
2	7	A1	9
2	8	A1	9
2	9	A1	9
2	10	A1	9
2	11	A1	9
2	1	A1	10
2	2	A1	10
2	3	A1	10
2	4	A1	10
2	5	A1	10
2	6	A1	10
2	7	A1	10
2	8	A1	10
2	9	A1	10
2	10	A1	10
2	11	A1	10
2	1	A1	11
2	2	A1	11
2	3	A1	11
2	4	A1	11
2	5	A1	11
2	6	A1	11
2	7	A1	11
2	8	A1	11
2	9	A1	11
2	10	A1	11
2	11	A1	11
2	1	A1	12
2	2	A1	12
2	3	A1	12
2	4	A1	12
2	5	A1	12
2	6	A1	12
2	7	A1	12
2	8	A1	12
2	9	A1	12
2	10	A1	12
2	11	A1	12
2	1	A1	13
2	2	A1	13
2	3	A1	13
2	4	A1	13
2	5	A1	13
2	6	A1	13
2	7	A1	13
2	8	A1	13
2	9	A1	13
2	10	A1	13
2	11	A1	13
2	1	A1	14
2	2	A1	14
2	3	A1	14
2	4	A1	14
2	5	A1	14
2	6	A1	14
2	7	A1	14
2	8	A1	14
2	9	A1	14
2	10	A1	14
2	11	A1	14
2	1	A1	15
2	2	A1	15
2	3	A1	15
2	4	A1	15
2	5	A1	15
2	6	A1	15
2	7	A1	15
2	8	A1	15
2	9	A1	15
2	10	A1	15
2	11	A1	15
2	1	A1	16
2	2	A1	16
2	3	A1	16
2	4	A1	16
2	5	A1	16
2	6	A1	16
2	7	A1	16
2	8	A1	16
2	9	A1	16
2	10	A1	16
2	11	A1	16
2	1	A1	17
2	2	A1	17
2	3	A1	17
2	4	A1	17
2	5	A1	17
2	6	A1	17
2	7	A1	17
2	8	A1	17
2	9	A1	17
2	10	A1	17
2	11	A1	17
2	1	A1	18
2	2	A1	18
2	3	A1	18
2	4	A1	18
2	5	A1	18
2	6	A1	18
2	7	A1	18
2	8	A1	18
2	9	A1	18
2	10	A1	18
2	11	A1	18
2	1	A1	19
2	2	A1	19
2	3	A1	19
2	4	A1	19
2	5	A1	19
2	6	A1	19
2	7	A1	19
2	8	A1	19
2	9	A1	19
2	10	A1	19
2	11	A1	19
2	1	A1	20
2	2	A1	20
2	3	A1	20
2	4	A1	20
2	5	A1	20
2	6	A1	20
2	7	A1	20
2	8	A1	20
2	9	A1	20
2	10	A1	20
2	11	A1	20
2	1	A1	21
2	2	A1	21
2	3	A1	21
2	4	A1	21
2	5	A1	21
2	6	A1	21
2	7	A1	21
2	8	A1	21
2	9	A1	21
2	10	A1	21
2	11	A1	21
2	1	A1	22
2	2	A1	22
2	3	A1	22
2	4	A1	22
2	5	A1	22
2	6	A1	22
2	7	A1	22
2	8	A1	22
2	9	A1	22
2	10	A1	22
2	11	A1	22
2	1	A1	23
2	2	A1	23
2	3	A1	23
2	4	A1	23
2	5	A1	23
2	6	A1	23
2	7	A1	23
2	8	A1	23
2	9	A1	23
2	10	A1	23
2	11	A1	23
2	1	A1	24
2	2	A1	24
2	3	A1	24
2	4	A1	24
2	5	A1	24
2	6	A1	24
2	7	A1	24
2	8	A1	24
2	9	A1	24
2	10	A1	24
2	11	A1	24
2	1	A1	25
2	2	A1	25
2	3	A1	25
2	4	A1	25
2	5	A1	25
2	6	A1	25
2	7	A1	25
2	8	A1	25
2	9	A1	25
2	10	A1	25
2	11	A1	25
2	1	A1	26
2	2	A1	26
2	3	A1	26
2	4	A1	26
2	5	A1	26
2	6	A1	26
2	7	A1	26
2	8	A1	26
2	9	A1	26
2	10	A1	26
2	11	A1	26
2	1	A1	27
2	2	A1	27
2	3	A1	27
2	4	A1	27
2	5	A1	27
2	6	A1	27
2	7	A1	27
2	8	A1	27
2	9	A1	27
2	10	A1	27
2	11	A1	27
2	1	A1	28
2	2	A1	28
2	3	A1	28
2	4	A1	28
2	5	A1	28
2	6	A1	28
2	7	A1	28
2	8	A1	28
2	9	A1	28
2	10	A1	28
2	11	A1	28
2	1	A1	29
2	2	A1	29
2	3	A1	29
2	4	A1	29
2	5	A1	29
2	6	A1	29
2	7	A1	29
2	8	A1	29
2	9	A1	29
2	10	A1	29
2	11	A1	29
2	1	A1	30
2	2	A1	30
2	3	A1	30
2	4	A1	30
2	5	A1	30
2	6	A1	30
2	7	A1	30
2	8	A1	30
2	9	A1	30
2	10	A1	30
2	11	A1	30
2	1	A1	31
2	2	A1	31
2	3	A1	31
2	4	A1	31
2	5	A1	31
2	6	A1	31
2	7	A1	31
2	8	A1	31
2	9	A1	31
2	10	A1	31
2	11	A1	31
2	1	A1	32
2	2	A1	32
2	3	A1	32
2	4	A1	32
2	5	A1	32
2	6	A1	32
2	7	A1	32
2	8	A1	32
2	9	A1	32
2	10	A1	32
2	11	A1	32
2	1	A1	33
2	2	A1	33
2	3	A1	33
2	4	A1	33
2	5	A1	33
2	6	A1	33
2	7	A1	33
2	8	A1	33
2	9	A1	33
2	10	A1	33
2	11	A1	33
2	1	A1	34
2	2	A1	34
2	3	A1	34
2	4	A1	34
2	5	A1	34
2	6	A1	34
2	7	A1	34
2	8	A1	34
2	9	A1	34
2	10	A1	34
2	11	A1	34
2	1	A1	35
2	2	A1	35
2	3	A1	35
2	4	A1	35
2	5	A1	35
2	6	A1	35
2	7	A1	35
2	8	A1	35
2	9	A1	35
2	10	A1	35
2	11	A1	35
2	1	A1	36
2	2	A1	36
2	3	A1	36
2	4	A1	36
2	5	A1	36
2	6	A1	36
2	7	A1	36
2	8	A1	36
2	9	A1	36
2	10	A1	36
2	11	A1	36
2	1	A1	37
2	2	A1	37
2	3	A1	37
2	4	A1	37
2	5	A1	37
2	6	A1	37
2	7	A1	37
2	8	A1	37
2	9	A1	37
2	10	A1	37
2	11	A1	37
2	1	A1	38
2	2	A1	38
2	3	A1	38
2	4	A1	38
2	5	A1	38
2	6	A1	38
2	7	A1	38
2	8	A1	38
2	9	A1	38
2	10	A1	38
2	11	A1	38
2	1	A1	39
2	2	A1	39
2	3	A1	39
2	4	A1	39
2	5	A1	39
2	6	A1	39
2	7	A1	39
2	8	A1	39
2	9	A1	39
2	10	A1	39
2	11	A1	39
2	1	A1	40
2	2	A1	40
2	3	A1	40
2	4	A1	40
2	5	A1	40
2	6	A1	40
2	7	A1	40
2	8	A1	40
2	9	A1	40
2	10	A1	40
2	11	A1	40
2	1	A1	41
2	2	A1	41
2	3	A1	41
2	4	A1	41
2	5	A1	41
2	6	A1	41
2	7	A1	41
2	8	A1	41
2	9	A1	41
2	10	A1	41
2	11	A1	41
2	1	A1	42
2	2	A1	42
2	3	A1	42
2	4	A1	42
2	5	A1	42
2	6	A1	42
2	7	A1	42
2	8	A1	42
2	9	A1	42
2	10	A1	42
2	11	A1	42
2	1	A1	43
2	2	A1	43
2	3	A1	43
2	4	A1	43
2	5	A1	43
2	6	A1	43
2	7	A1	43
2	8	A1	43
2	9	A1	43
2	10	A1	43
2	11	A1	43
2	1	A1	44
2	2	A1	44
2	3	A1	44
2	4	A1	44
2	5	A1	44
2	6	A1	44
2	7	A1	44
2	8	A1	44
2	9	A1	44
2	10	A1	44
2	11	A1	44
2	1	A1	45
2	2	A1	45
2	3	A1	45
2	4	A1	45
2	5	A1	45
2	6	A1	45
2	7	A1	45
2	8	A1	45
2	9	A1	45
2	10	A1	45
2	11	A1	45
2	1	A1	46
2	2	A1	46
2	3	A1	46
2	4	A1	46
2	5	A1	46
2	6	A1	46
2	7	A1	46
2	8	A1	46
2	9	A1	46
2	10	A1	46
2	11	A1	46
2	1	A1	47
2	2	A1	47
2	3	A1	47
2	4	A1	47
2	5	A1	47
2	6	A1	47
2	7	A1	47
2	8	A1	47
2	9	A1	47
2	10	A1	47
2	11	A1	47
2	1	A1	48
2	2	A1	48
2	3	A1	48
2	4	A1	48
2	5	A1	48
2	6	A1	48
2	7	A1	48
2	8	A1	48
2	9	A1	48
2	10	A1	48
2	11	A1	48
2	1	A1	49
2	2	A1	49
2	3	A1	49
2	4	A1	49
2	5	A1	49
2	6	A1	49
2	7	A1	49
2	8	A1	49
2	9	A1	49
2	10	A1	49
2	11	A1	49
2	1	A1	50
2	2	A1	50
2	3	A1	50
2	4	A1	50
2	5	A1	50
2	6	A1	50
2	7	A1	50
2	8	A1	50
2	9	A1	50
2	10	A1	50
2	11	A1	50
2	1	A1	51
2	2	A1	51
2	3	A1	51
2	4	A1	51
2	5	A1	51
2	6	A1	51
2	7	A1	51
2	8	A1	51
2	9	A1	51
2	10	A1	51
2	11	A1	51
2	1	A1	52
2	2	A1	52
2	3	A1	52
2	4	A1	52
2	5	A1	52
2	6	A1	52
2	7	A1	52
2	8	A1	52
2	9	A1	52
2	10	A1	52
2	11	A1	52
2	1	A1	53
2	2	A1	53
2	3	A1	53
2	4	A1	53
2	5	A1	53
2	6	A1	53
2	7	A1	53
2	8	A1	53
2	9	A1	53
2	10	A1	53
2	11	A1	53
2	1	A1	54
2	2	A1	54
2	3	A1	54
2	4	A1	54
2	5	A1	54
2	6	A1	54
2	7	A1	54
2	8	A1	54
2	9	A1	54
2	10	A1	54
2	11	A1	54
2	1	A1	55
2	2	A1	55
2	3	A1	55
2	4	A1	55
2	5	A1	55
2	6	A1	55
2	7	A1	55
2	8	A1	55
2	9	A1	55
2	10	A1	55
2	11	A1	55
2	1	A1	56
2	2	A1	56
2	3	A1	56
2	4	A1	56
2	5	A1	56
2	6	A1	56
2	7	A1	56
2	8	A1	56
2	9	A1	56
2	10	A1	56
2	11	A1	56
2	1	A1	57
2	2	A1	57
2	3	A1	57
2	4	A1	57
2	5	A1	57
2	6	A1	57
2	7	A1	57
2	8	A1	57
2	9	A1	57
2	10	A1	57
2	11	A1	57
2	1	A1	58
2	2	A1	58
2	3	A1	58
2	4	A1	58
2	5	A1	58
2	6	A1	58
2	7	A1	58
2	8	A1	58
2	9	A1	58
2	10	A1	58
2	11	A1	58
2	1	A1	59
2	2	A1	59
2	3	A1	59
2	4	A1	59
2	5	A1	59
2	6	A1	59
2	7	A1	59
2	8	A1	59
2	9	A1	59
2	10	A1	59
2	11	A1	59
2	1	A1	60
2	2	A1	60
2	3	A1	60
2	4	A1	60
2	5	A1	60
2	6	A1	60
2	7	A1	60
2	8	A1	60
2	9	A1	60
2	10	A1	60
2	11	A1	60
2	1	A1	61
2	2	A1	61
2	3	A1	61
2	4	A1	61
2	5	A1	61
2	6	A1	61
2	7	A1	61
2	8	A1	61
2	9	A1	61
2	10	A1	61
2	11	A1	61
2	1	A1	62
2	2	A1	62
2	3	A1	62
2	4	A1	62
2	5	A1	62
2	6	A1	62
2	7	A1	62
2	8	A1	62
2	9	A1	62
2	10	A1	62
2	11	A1	62
2	1	A1	63
2	2	A1	63
2	3	A1	63
2	4	A1	63
2	5	A1	63
2	6	A1	63
2	7	A1	63
2	8	A1	63
2	9	A1	63
2	10	A1	63
2	11	A1	63
2	1	A1	64
2	2	A1	64
2	3	A1	64
2	4	A1	64
2	5	A1	64
2	6	A1	64
2	7	A1	64
2	8	A1	64
2	9	A1	64
2	10	A1	64
2	11	A1	64
2	1	A1	65
2	2	A1	65
2	3	A1	65
2	4	A1	65
2	5	A1	65
2	6	A1	65
2	7	A1	65
2	8	A1	65
2	9	A1	65
2	10	A1	65
2	11	A1	65
2	1	A1	66
2	2	A1	66
2	3	A1	66
2	4	A1	66
2	5	A1	66
2	6	A1	66
2	7	A1	66
2	8	A1	66
2	9	A1	66
2	10	A1	66
2	11	A1	66
2	1	A1	67
2	2	A1	67
2	3	A1	67
2	4	A1	67
2	5	A1	67
2	6	A1	67
2	7	A1	67
2	8	A1	67
2	9	A1	67
2	10	A1	67
2	11	A1	67
2	1	A1	68
2	2	A1	68
2	3	A1	68
2	4	A1	68
2	5	A1	68
2	6	A1	68
2	7	A1	68
2	8	A1	68
2	9	A1	68
2	10	A1	68
2	11	A1	68
2	1	A1	69
2	2	A1	69
2	3	A1	69
2	4	A1	69
2	5	A1	69
2	6	A1	69
2	7	A1	69
2	8	A1	69
2	9	A1	69
2	10	A1	69
2	11	A1	69
2	1	A1	70
2	2	A1	70
2	3	A1	70
2	4	A1	70
2	5	A1	70
2	6	A1	70
2	7	A1	70
2	8	A1	70
2	9	A1	70
2	10	A1	70
2	11	A1	70
2	1	A1	71
2	2	A1	71
2	3	A1	71
2	4	A1	71
2	5	A1	71
2	6	A1	71
2	7	A1	71
2	8	A1	71
2	9	A1	71
2	10	A1	71
2	11	A1	71
2	1	A1	72
2	2	A1	72
2	3	A1	72
2	4	A1	72
2	5	A1	72
2	6	A1	72
2	7	A1	72
2	8	A1	72
2	9	A1	72
2	10	A1	72
2	11	A1	72
2	1	A1	73
2	2	A1	73
2	3	A1	73
2	4	A1	73
2	5	A1	73
2	6	A1	73
2	7	A1	73
2	8	A1	73
2	9	A1	73
2	10	A1	73
2	11	A1	73
2	1	A1	74
2	2	A1	74
2	3	A1	74
2	4	A1	74
2	5	A1	74
2	6	A1	74
2	7	A1	74
2	8	A1	74
2	9	A1	74
2	10	A1	74
2	11	A1	74
2	1	A1	75
2	2	A1	75
2	3	A1	75
2	4	A1	75
2	5	A1	75
2	6	A1	75
2	7	A1	75
2	8	A1	75
2	9	A1	75
2	10	A1	75
2	11	A1	75
2	1	A1	76
2	2	A1	76
2	3	A1	76
2	4	A1	76
2	5	A1	76
2	6	A1	76
2	7	A1	76
2	8	A1	76
2	9	A1	76
2	10	A1	76
2	11	A1	76
2	1	A1	77
2	2	A1	77
2	3	A1	77
2	4	A1	77
2	5	A1	77
2	6	A1	77
2	7	A1	77
2	8	A1	77
2	9	A1	77
2	10	A1	77
2	11	A1	77
2	1	A1	78
2	2	A1	78
2	3	A1	78
2	4	A1	78
2	5	A1	78
2	6	A1	78
2	7	A1	78
2	8	A1	78
2	9	A1	78
2	10	A1	78
2	11	A1	78
2	1	A1	79
2	2	A1	79
2	3	A1	79
2	4	A1	79
2	5	A1	79
2	6	A1	79
2	7	A1	79
2	8	A1	79
2	9	A1	79
2	10	A1	79
2	11	A1	79
2	1	A1	80
2	2	A1	80
2	3	A1	80
2	4	A1	80
2	5	A1	80
2	6	A1	80
2	7	A1	80
2	8	A1	80
2	9	A1	80
2	10	A1	80
2	11	A1	80
2	1	A1	81
2	2	A1	81
2	3	A1	81
2	4	A1	81
2	5	A1	81
2	6	A1	81
2	7	A1	81
2	8	A1	81
2	9	A1	81
2	10	A1	81
2	11	A1	81
2	1	A1	82
2	2	A1	82
2	3	A1	82
2	4	A1	82
2	5	A1	82
2	6	A1	82
2	7	A1	82
2	8	A1	82
2	9	A1	82
2	10	A1	82
2	11	A1	82
2	1	A1	83
2	2	A1	83
2	3	A1	83
2	4	A1	83
2	5	A1	83
2	6	A1	83
2	7	A1	83
2	8	A1	83
2	9	A1	83
2	10	A1	83
2	11	A1	83
2	1	A1	84
2	2	A1	84
2	3	A1	84
2	4	A1	84
2	5	A1	84
2	6	A1	84
2	7	A1	84
2	8	A1	84
2	9	A1	84
2	10	A1	84
2	11	A1	84
2	1	A1	85
2	2	A1	85
2	3	A1	85
2	4	A1	85
2	5	A1	85
2	6	A1	85
2	7	A1	85
2	8	A1	85
2	9	A1	85
2	10	A1	85
2	11	A1	85
2	1	A1	86
2	2	A1	86
2	3	A1	86
2	4	A1	86
2	5	A1	86
2	6	A1	86
2	7	A1	86
2	8	A1	86
2	9	A1	86
2	10	A1	86
2	11	A1	86
2	1	A1	87
2	2	A1	87
2	3	A1	87
2	4	A1	87
2	5	A1	87
2	6	A1	87
2	7	A1	87
2	8	A1	87
2	9	A1	87
2	10	A1	87
2	11	A1	87
2	1	A1	88
2	2	A1	88
2	3	A1	88
2	4	A1	88
2	5	A1	88
2	6	A1	88
2	7	A1	88
2	8	A1	88
2	9	A1	88
2	10	A1	88
2	11	A1	88
2	1	A1	89
2	2	A1	89
2	3	A1	89
2	4	A1	89
2	5	A1	89
2	6	A1	89
2	7	A1	89
2	8	A1	89
2	9	A1	89
2	10	A1	89
2	11	A1	89
2	1	A1	90
2	2	A1	90
2	3	A1	90
2	4	A1	90
2	5	A1	90
2	6	A1	90
2	7	A1	90
2	8	A1	90
2	9	A1	90
2	10	A1	90
2	11	A1	90
2	1	A1	91
2	2	A1	91
2	3	A1	91
2	4	A1	91
2	5	A1	91
2	6	A1	91
2	7	A1	91
2	8	A1	91
2	9	A1	91
2	10	A1	91
2	11	A1	91
2	1	A1	92
2	2	A1	92
2	3	A1	92
2	4	A1	92
2	5	A1	92
2	6	A1	92
2	7	A1	92
2	8	A1	92
2	9	A1	92
2	10	A1	92
2	11	A1	92
2	1	A1	93
2	2	A1	93
2	3	A1	93
2	4	A1	93
2	5	A1	93
2	6	A1	93
2	7	A1	93
2	8	A1	93
2	9	A1	93
2	10	A1	93
2	11	A1	93
2	1	A1	94
2	2	A1	94
2	3	A1	94
2	4	A1	94
2	5	A1	94
2	6	A1	94
2	7	A1	94
2	8	A1	94
2	9	A1	94
2	10	A1	94
2	11	A1	94
2	1	A1	95
2	2	A1	95
2	3	A1	95
2	4	A1	95
2	5	A1	95
2	6	A1	95
2	7	A1	95
2	8	A1	95
2	9	A1	95
2	10	A1	95
2	11	A1	95
2	1	A1	96
2	2	A1	96
2	3	A1	96
2	4	A1	96
2	5	A1	96
2	6	A1	96
2	7	A1	96
2	8	A1	96
2	9	A1	96
2	10	A1	96
2	11	A1	96
2	1	A1	97
2	2	A1	97
2	3	A1	97
2	4	A1	97
2	5	A1	97
2	6	A1	97
2	7	A1	97
2	8	A1	97
2	9	A1	97
2	10	A1	97
2	11	A1	97
2	1	A1	98
2	2	A1	98
2	3	A1	98
2	4	A1	98
2	5	A1	98
2	6	A1	98
2	7	A1	98
2	8	A1	98
2	9	A1	98
2	10	A1	98
2	11	A1	98
2	1	A1	99
2	2	A1	99
2	3	A1	99
2	4	A1	99
2	5	A1	99
2	6	A1	99
2	7	A1	99
2	8	A1	99
2	9	A1	99
2	10	A1	99
2	11	A1	99
2	1	A1	100
2	2	A1	100
2	3	A1	100
2	4	A1	100
2	5	A1	100
2	6	A1	100
2	7	A1	100
2	8	A1	100
2	9	A1	100
2	10	A1	100
2	11	A1	100
2	1	A1	101
2	2	A1	101
2	3	A1	101
2	4	A1	101
2	5	A1	101
2	6	A1	101
2	7	A1	101
2	8	A1	101
2	9	A1	101
2	10	A1	101
2	11	A1	101
2	1	A1	102
2	2	A1	102
2	3	A1	102
2	4	A1	102
2	5	A1	102
2	6	A1	102
2	7	A1	102
2	8	A1	102
2	9	A1	102
2	10	A1	102
2	11	A1	102
2	1	A1	103
2	2	A1	103
2	3	A1	103
2	4	A1	103
2	5	A1	103
2	6	A1	103
2	7	A1	103
2	8	A1	103
2	9	A1	103
2	10	A1	103
2	11	A1	103
2	1	A1	104
2	2	A1	104
2	3	A1	104
2	4	A1	104
2	5	A1	104
2	6	A1	104
2	7	A1	104
2	8	A1	104
2	9	A1	104
2	10	A1	104
2	11	A1	104
2	1	A1	105
2	2	A1	105
2	3	A1	105
2	4	A1	105
2	5	A1	105
2	6	A1	105
2	7	A1	105
2	8	A1	105
2	9	A1	105
2	10	A1	105
2	11	A1	105
2	1	A1	106
2	2	A1	106
2	3	A1	106
2	4	A1	106
2	5	A1	106
2	6	A1	106
2	7	A1	106
2	8	A1	106
2	9	A1	106
2	10	A1	106
2	11	A1	106
2	1	A1	107
2	2	A1	107
2	3	A1	107
2	4	A1	107
2	5	A1	107
2	6	A1	107
2	7	A1	107
2	8	A1	107
2	9	A1	107
2	10	A1	107
2	11	A1	107
2	1	A1	108
2	2	A1	108
2	3	A1	108
2	4	A1	108
2	5	A1	108
2	6	A1	108
2	7	A1	108
2	8	A1	108
2	9	A1	108
2	10	A1	108
2	11	A1	108
2	1	A1	109
2	2	A1	109
2	3	A1	109
2	4	A1	109
2	5	A1	109
2	6	A1	109
2	7	A1	109
2	8	A1	109
2	9	A1	109
2	10	A1	109
2	11	A1	109
2	1	A1	110
2	2	A1	110
2	3	A1	110
2	4	A1	110
2	5	A1	110
2	6	A1	110
2	7	A1	110
2	8	A1	110
2	9	A1	110
2	10	A1	110
2	11	A1	110
2	1	A1	111
2	2	A1	111
2	3	A1	111
2	4	A1	111
2	5	A1	111
2	6	A1	111
2	7	A1	111
2	8	A1	111
2	9	A1	111
2	10	A1	111
2	11	A1	111
2	1	A1	112
2	2	A1	112
2	3	A1	112
2	4	A1	112
2	5	A1	112
2	6	A1	112
2	7	A1	112
2	8	A1	112
2	9	A1	112
2	10	A1	112
2	11	A1	112
2	1	A1	113
2	2	A1	113
2	3	A1	113
2	4	A1	113
2	5	A1	113
2	6	A1	113
2	7	A1	113
2	8	A1	113
2	9	A1	113
2	10	A1	113
2	11	A1	113
2	1	A1	114
2	2	A1	114
2	3	A1	114
2	4	A1	114
2	5	A1	114
2	6	A1	114
2	7	A1	114
2	8	A1	114
2	9	A1	114
2	10	A1	114
2	11	A1	114
2	1	A1	115
2	2	A1	115
2	3	A1	115
2	4	A1	115
2	5	A1	115
2	6	A1	115
2	7	A1	115
2	8	A1	115
2	9	A1	115
2	10	A1	115
2	11	A1	115
2	1	A1	116
2	2	A1	116
2	3	A1	116
2	4	A1	116
2	5	A1	116
2	6	A1	116
2	7	A1	116
2	8	A1	116
2	9	A1	116
2	10	A1	116
2	11	A1	116
2	1	A1	117
2	2	A1	117
2	3	A1	117
2	4	A1	117
2	5	A1	117
2	6	A1	117
2	7	A1	117
2	8	A1	117
2	9	A1	117
2	10	A1	117
2	11	A1	117
2	1	A1	118
2	2	A1	118
2	3	A1	118
2	4	A1	118
2	5	A1	118
2	6	A1	118
2	7	A1	118
2	8	A1	118
2	9	A1	118
2	10	A1	118
2	11	A1	118
2	1	A1	119
2	2	A1	119
2	3	A1	119
2	4	A1	119
2	5	A1	119
2	6	A1	119
2	7	A1	119
2	8	A1	119
2	9	A1	119
2	10	A1	119
2	11	A1	119
2	1	A1	120
2	2	A1	120
2	3	A1	120
2	4	A1	120
2	5	A1	120
2	6	A1	120
2	7	A1	120
2	8	A1	120
2	9	A1	120
2	10	A1	120
2	11	A1	120
2	1	A1	121
2	2	A1	121
2	3	A1	121
2	4	A1	121
2	5	A1	121
2	6	A1	121
2	7	A1	121
2	8	A1	121
2	9	A1	121
2	10	A1	121
2	11	A1	121
2	1	A1	122
2	2	A1	122
2	3	A1	122
2	4	A1	122
2	5	A1	122
2	6	A1	122
2	7	A1	122
2	8	A1	122
2	9	A1	122
2	10	A1	122
2	11	A1	122
2	1	A1	123
2	2	A1	123
2	3	A1	123
2	4	A1	123
2	5	A1	123
2	6	A1	123
2	7	A1	123
2	8	A1	123
2	9	A1	123
2	10	A1	123
2	11	A1	123
2	1	A1	124
2	2	A1	124
2	3	A1	124
2	4	A1	124
2	5	A1	124
2	6	A1	124
2	7	A1	124
2	8	A1	124
2	9	A1	124
2	10	A1	124
2	11	A1	124
2	1	A1	125
2	2	A1	125
2	3	A1	125
2	4	A1	125
2	5	A1	125
2	6	A1	125
2	7	A1	125
2	8	A1	125
2	9	A1	125
2	10	A1	125
2	11	A1	125
2	1	A1	126
2	2	A1	126
2	3	A1	126
2	4	A1	126
2	5	A1	126
2	6	A1	126
2	7	A1	126
2	8	A1	126
2	9	A1	126
2	10	A1	126
2	11	A1	126
2	1	A1	127
2	2	A1	127
2	3	A1	127
2	4	A1	127
2	5	A1	127
2	6	A1	127
2	7	A1	127
2	8	A1	127
2	9	A1	127
2	10	A1	127
2	11	A1	127
2	1	A1	128
2	2	A1	128
2	3	A1	128
2	4	A1	128
2	5	A1	128
2	6	A1	128
2	7	A1	128
2	8	A1	128
2	9	A1	128
2	10	A1	128
2	11	A1	128
2	1	A1	129
2	2	A1	129
2	3	A1	129
2	4	A1	129
2	5	A1	129
2	6	A1	129
2	7	A1	129
2	8	A1	129
2	9	A1	129
2	10	A1	129
2	11	A1	129
2	1	A1	130
2	2	A1	130
2	3	A1	130
2	4	A1	130
2	5	A1	130
2	6	A1	130
2	7	A1	130
2	8	A1	130
2	9	A1	130
2	10	A1	130
2	11	A1	130
2	1	A1	131
2	2	A1	131
2	3	A1	131
2	4	A1	131
2	5	A1	131
2	6	A1	131
2	7	A1	131
2	8	A1	131
2	9	A1	131
2	10	A1	131
2	11	A1	131
2	1	A1	132
2	2	A1	132
2	3	A1	132
2	4	A1	132
2	5	A1	132
2	6	A1	132
2	7	A1	132
2	8	A1	132
2	9	A1	132
2	10	A1	132
2	11	A1	132
2	1	A1	133
2	2	A1	133
2	3	A1	133
2	4	A1	133
2	5	A1	133
2	6	A1	133
2	7	A1	133
2	8	A1	133
2	9	A1	133
2	10	A1	133
2	11	A1	133
2	1	A1	134
2	2	A1	134
2	3	A1	134
2	4	A1	134
2	5	A1	134
2	6	A1	134
2	7	A1	134
2	8	A1	134
2	9	A1	134
2	10	A1	134
2	11	A1	134
2	1	A1	135
2	2	A1	135
2	3	A1	135
2	4	A1	135
2	5	A1	135
2	6	A1	135
2	7	A1	135
2	8	A1	135
2	9	A1	135
2	10	A1	135
2	11	A1	135
2	1	A1	136
2	2	A1	136
2	3	A1	136
2	4	A1	136
2	5	A1	136
2	6	A1	136
2	7	A1	136
2	8	A1	136
2	9	A1	136
2	10	A1	136
2	11	A1	136
2	1	A1	137
2	2	A1	137
2	3	A1	137
2	4	A1	137
2	5	A1	137
2	6	A1	137
2	7	A1	137
2	8	A1	137
2	9	A1	137
2	10	A1	137
2	11	A1	137
2	1	A1	138
2	2	A1	138
2	3	A1	138
2	4	A1	138
2	5	A1	138
2	6	A1	138
2	7	A1	138
2	8	A1	138
2	9	A1	138
2	10	A1	138
2	11	A1	138
2	1	A1	139
2	2	A1	139
2	3	A1	139
2	4	A1	139
2	5	A1	139
2	6	A1	139
2	7	A1	139
2	8	A1	139
2	9	A1	139
2	10	A1	139
2	11	A1	139
2	1	A1	140
2	2	A1	140
2	3	A1	140
2	4	A1	140
2	5	A1	140
2	6	A1	140
2	7	A1	140
