sample_fp	plate	well	tile
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-288__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	288
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-289__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	289
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-290__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	290
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-291__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	291
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-292__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	292
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-293__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	293
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-294__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	294
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-295__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	295
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-296__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	296
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-297__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	297
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-298__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	298
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-299__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	299
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-300__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	300
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-301__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	301
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-302__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	302
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-303__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	303
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-304__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	304
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-305__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	305
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-306__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	306
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-307__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	307
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-308__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	308
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-309__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	309
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-310__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	310
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-311__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	311
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-312__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	312
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-313__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	313
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-314__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	314
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-315__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	315
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-316__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	316
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-317__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	317
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-318__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	318
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-319__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	319
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-320__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	320
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-321__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	321
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-322__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	322
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-323__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	323
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-324__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	324
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-325__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	325
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-326__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	326
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-327__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	327
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-328__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	328
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-329__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	329
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-330__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	330
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-331__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	331
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-332__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	332
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-333__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	333
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-334__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	334
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-335__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	335
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-336__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	336
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-337__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	337
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-338__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	338
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-339__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	339
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-340__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	340
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-341__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	341
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-342__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	342
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-343__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	343
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-344__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	344
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-345__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	345
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-346__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	346
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-347__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	347
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-348__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	348
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-349__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	349
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-350__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	350
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-351__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	351
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-352__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	352
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-353__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	353
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-354__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	354
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-355__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	355
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-356__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	356
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-357__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	357
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-358__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	358
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-359__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	359
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-360__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	360
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-361__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	361
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-362__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	362
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-363__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	363
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-364__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	364
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-365__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	365
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-366__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	366
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-367__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	367
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-368__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	368
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-369__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	369
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-370__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	370
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-371__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	371
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-372__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	372
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-373__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	373
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-374__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	374
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-375__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	375
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-376__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	376
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-377__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	377
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-378__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	378
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-379__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	379
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-380__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	380
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-381__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	381
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-382__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	382
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-383__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	383
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-384__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	384
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-385__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	385
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-386__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	386
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-387__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	387
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-388__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	388
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-389__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	389
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-390__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	390
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-391__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	391
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-392__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	392
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-393__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	393
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-394__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	394
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-395__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	395
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-396__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	396
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-397__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	397
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-398__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	398
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-399__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	399
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-400__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	400
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-401__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	401
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-402__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	402
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-403__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	403
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-404__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	404
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-405__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	405
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-406__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	406
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-407__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	407
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-408__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	408
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-409__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	409
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-410__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	410
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-411__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	411
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-412__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	412
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-413__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	413
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-414__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	414
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-415__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	415
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-416__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	416
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-417__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	417
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-418__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	418
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-419__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	419
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-420__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	420
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-421__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	421
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-422__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	422
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-423__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	423
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-424__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	424
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-425__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	425
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-426__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	426
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-427__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	427
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-428__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	428
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A2_Points-429__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A2	429
