sample_fp	plate	well	tile
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-141__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	141
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-142__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	142
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-143__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	143
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-144__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	144
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-145__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	145
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-146__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	146
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-147__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	147
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-148__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	148
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-149__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	149
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-150__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	150
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-151__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	151
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-152__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	152
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-153__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	153
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-154__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	154
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-155__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	155
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-156__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	156
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-157__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	157
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-158__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	158
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-159__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	159
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-160__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	160
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-161__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	161
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-162__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	162
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-163__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	163
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-164__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	164
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-165__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	165
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-166__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	166
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-167__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	167
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-168__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	168
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-169__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	169
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-170__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	170
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-171__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	171
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-172__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	172
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-173__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	173
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-174__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	174
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-175__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	175
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-176__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	176
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-177__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	177
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-178__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	178
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-179__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	179
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-180__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	180
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-181__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	181
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-182__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	182
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-183__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	183
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-184__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	184
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-185__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	185
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-186__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	186
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-187__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	187
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-188__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	188
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-189__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	189
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-190__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	190
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-191__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	191
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-192__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	192
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-193__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	193
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-194__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	194
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-195__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	195
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-196__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	196
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-197__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	197
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-198__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	198
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-199__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	199
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-200__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	200
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-201__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	201
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-202__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	202
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-203__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	203
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-204__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	204
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-205__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	205
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-206__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	206
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-207__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	207
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-208__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	208
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-209__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	209
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-210__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	210
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-211__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	211
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-212__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	212
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-213__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	213
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-214__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	214
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-215__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	215
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-216__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	216
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-217__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	217
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-218__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	218
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-219__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	219
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-220__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	220
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-221__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	221
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-222__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	222
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-223__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	223
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-224__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	224
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-225__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	225
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-226__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	226
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-227__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	227
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-228__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	228
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-229__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	229
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-230__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	230
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-231__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	231
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-232__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	232
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-233__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	233
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-234__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	234
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-235__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	235
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-236__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	236
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-237__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	237
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-238__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	238
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-239__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	239
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-240__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	240
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-241__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	241
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-242__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	242
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-243__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	243
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-244__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	244
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-245__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	245
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-246__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	246
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-247__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	247
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-248__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	248
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-249__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	249
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-250__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	250
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-251__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	251
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-252__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	252
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-253__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	253
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-254__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	254
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-255__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	255
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-256__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	256
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-257__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	257
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-258__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	258
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-259__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	259
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-260__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	260
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-261__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	261
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-262__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	262
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-263__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	263
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-264__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	264
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-265__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	265
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-266__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	266
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-267__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	267
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-268__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	268
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-269__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	269
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-270__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	270
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-271__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	271
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-272__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	272
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-273__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	273
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-274__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	274
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-275__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	275
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-276__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	276
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-277__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	277
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-278__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	278
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-279__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	279
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-280__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	280
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-281__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	281
/lab/barcheese01/brieflow_screens/denali-data/input_ph/plate_1/20240121_140219_589/P001_Pheno_20x_Wells-A1_Points-282__Channel_AF750,Cy3,GFP,DAPI.nd2	1	A1	282
